Date,Peak Load (MW),Peak Load Hour,Wind @ Peak Load (MW),Max Wind Output (MW),Max Wind Time,Penetration @ Max Wind (%),Source_File,Curtailment Proxy (MW),Wind Utilization % @ Peak,Year,Month,DayOfWeek,Is_Weekend,Load-Wind Ratio,High Wind Day,Curtailment Severity
2012-11-28,37505.0,8.0,3633.0,6490.0,21:45:00,19.61,ERCOTWindIntegrationReport_2012.xlsx,2857.0,55.98,2012,11,2,0,10.320583379196478,0,Medium
2012-11-29,35568.0,8.0,5962.0,6340.0,21:44:00,19.65,ERCOTWindIntegrationReport_2012.xlsx,378.0,94.04,2012,11,3,0,5.9647828274358545,1,None
2012-11-30,35032.0,19.0,4126.0,7456.0,21:52:00,23.31,ERCOTWindIntegrationReport_2012.xlsx,3330.0,55.34,2012,11,4,0,8.488490428882965,0,Medium
2012-12-01,35960.0,19.0,3712.0,7444.0,16:24:00,27.58,ERCOTWindIntegrationReport_2012.xlsx,3732.0,49.87,2012,12,5,1,9.684890923781309,0,Medium
2012-12-02,38135.0,19.0,6341.0,7846.0,22:20:00,23.94,ERCOTWindIntegrationReport_2012.xlsx,1505.0,80.82,2012,12,6,1,6.013087354146957,1,Low
2012-12-03,39711.0,19.0,2866.0,7101.0,05:12:00,26.9,ERCOTWindIntegrationReport_2012.xlsx,4235.0,40.36,2012,12,0,0,13.851063829787234,0,Medium
2012-12-04,37106.0,19.0,1844.0,5623.0,07:06:00,17.41,ERCOTWindIntegrationReport_2012.xlsx,3779.0,32.79,2012,12,1,0,20.111653116531166,0,Medium
2012-12-05,35830.0,19.0,2368.0,6660.0,23:57:00,24.44,ERCOTWindIntegrationReport_2012.xlsx,4292.0,35.56,2012,12,2,0,15.124525116082735,0,Medium
2012-12-06,35741.0,19.0,1489.0,6928.0,05:03:00,25.83,ERCOTWindIntegrationReport_2012.xlsx,5439.0,21.49,2012,12,3,0,23.98724832214765,0,High
2012-12-07,36387.0,19.0,981.0,3234.0,00:00:00,12.16,ERCOTWindIntegrationReport_2012.xlsx,2253.0,30.33,2012,12,4,0,37.05397148676171,0,Medium
2012-12-08,35557.0,19.0,2438.0,6138.0,22:41:00,19.67,ERCOTWindIntegrationReport_2012.xlsx,3700.0,39.72,2012,12,5,1,14.578515785157851,0,Medium
2012-12-09,36998.0,19.0,5244.0,7844.0,23:18:00,25.78,ERCOTWindIntegrationReport_2012.xlsx,2600.0,66.85,2012,12,6,1,7.05395614871306,0,Medium
2012-12-10,42416.0,21.0,1082.0,7687.0,00:39:00,27.63,ERCOTWindIntegrationReport_2012.xlsx,6605.0,14.08,2012,12,0,0,39.16528162511542,0,High
2012-12-11,44974.0,8.0,2106.0,3491.0,03:31:00,9.92,ERCOTWindIntegrationReport_2012.xlsx,1385.0,60.33,2012,12,1,0,21.345040341718082,0,Low
2012-12-12,45365.0,8.0,3939.0,7134.0,20:42:00,17.99,ERCOTWindIntegrationReport_2012.xlsx,3195.0,55.21,2012,12,2,0,11.513959390862944,0,Medium
2012-12-13,42302.0,8.0,6867.0,6995.0,04:25:00,20.57,ERCOTWindIntegrationReport_2012.xlsx,128.0,98.17,2012,12,3,0,6.1592894583576,1,None
2012-12-14,36041.0,19.0,7249.0,8169.0,11:43:00,24.08,ERCOTWindIntegrationReport_2012.xlsx,920.0,88.74,2012,12,4,0,4.971172413793103,1,Low
2012-12-15,34523.0,19.0,3287.0,6910.0,01:18:00,26.34,ERCOTWindIntegrationReport_2012.xlsx,3623.0,47.57,2012,12,5,1,10.49969586374696,0,Medium
2012-12-16,34562.0,20.0,4029.0,6194.0,23:59:00,22.9,ERCOTWindIntegrationReport_2012.xlsx,2165.0,65.05,2012,12,6,1,8.576178660049628,0,Medium
2012-12-17,36425.0,19.0,2971.0,6615.0,03:20:00,26.21,ERCOTWindIntegrationReport_2012.xlsx,3644.0,44.91,2012,12,0,0,12.256056527590848,0,Medium
2012-12-18,36529.0,8.0,4860.0,7653.0,22:55:00,24.99,ERCOTWindIntegrationReport_2012.xlsx,2793.0,63.5,2012,12,1,0,7.5147089076321745,0,Medium
2012-12-19,39268.0,19.0,7522.0,8076.0,07:03:00,24.48,ERCOTWindIntegrationReport_2012.xlsx,554.0,93.14,2012,12,2,0,5.219726173069255,1,Low
2012-12-20,40468.0,21.0,813.0,7792.0,04:05:00,29.43,ERCOTWindIntegrationReport_2012.xlsx,6979.0,10.43,2012,12,3,0,49.714987714987714,0,High
2012-12-21,43980.0,8.0,2789.0,6953.0,23:11:00,20.5,ERCOTWindIntegrationReport_2012.xlsx,4164.0,40.11,2012,12,4,0,15.763440860215054,0,Medium
2012-12-22,36637.0,9.0,6509.0,7840.0,21:37:00,24.72,ERCOTWindIntegrationReport_2012.xlsx,1331.0,83.02,2012,12,5,1,5.6278033794162825,1,Low
2012-12-23,33158.0,20.0,4851.0,7326.0,00:00:00,26.74,ERCOTWindIntegrationReport_2012.xlsx,2475.0,66.22,2012,12,6,1,6.833882934872218,0,Medium
2012-12-24,34312.0,19.0,2013.0,4992.0,22:41:00,16.17,ERCOTWindIntegrationReport_2012.xlsx,2979.0,40.32,2012,12,0,0,17.03674280039722,0,Medium
2012-12-25,39847.0,22.0,7745.0,8638.0,15:11:00,25.71,ERCOTWindIntegrationReport_2012.xlsx,893.0,89.66,2012,12,1,0,5.144203459850245,1,Low
2012-12-26,45575.0,10.0,1878.0,5375.0,00:00:00,13.68,ERCOTWindIntegrationReport_2012.xlsx,3497.0,34.94,2012,12,2,0,24.254922831293243,0,Medium
2012-12-27,44304.0,8.0,4386.0,7054.0,02:41:00,18.47,ERCOTWindIntegrationReport_2012.xlsx,2668.0,62.18,2012,12,3,0,10.09892865283793,0,Medium
2012-12-28,41271.0,21.0,1817.0,4803.0,09:12:00,12.83,ERCOTWindIntegrationReport_2012.xlsx,2986.0,37.83,2012,12,4,0,22.7013201320132,0,Medium
2012-12-29,42144.0,9.0,1399.0,5751.0,23:50:00,15.26,ERCOTWindIntegrationReport_2012.xlsx,4352.0,24.33,2012,12,5,1,30.102857142857143,0,Medium
2012-12-30,40477.0,9.0,6960.0,7748.0,23:50:00,23.47,ERCOTWindIntegrationReport_2012.xlsx,788.0,89.83,2012,12,6,1,5.814825456112628,1,Low
2012-12-31,36770.0,11.0,3065.0,7742.0,00:34:00,24.2,ERCOTWindIntegrationReport_2012.xlsx,4677.0,39.59,2012,12,0,0,11.992824527071102,0,Medium
2013-01-01,38503.0,20.0,1410.0,3005.0,04:03:00,11.16,ERCOTWindIntegrationReport_2013.xlsx,1595.0,46.92,2013,1,1,0,27.287739192062368,0,Low
2013-01-02,45347.0,19.0,642.0,1446.0,00:08:00,4.34,ERCOTWindIntegrationReport_2013.xlsx,804.0,44.4,2013,1,2,0,70.52410575427683,0,Low
2013-01-03,45259.0,8.0,3244.0,3534.0,06:54:00,7.9,ERCOTWindIntegrationReport_2013.xlsx,290.0,91.79,2013,1,3,0,13.947303543913714,1,None
2013-01-04,42132.0,19.0,1086.0,2750.0,00:00:00,7.91,ERCOTWindIntegrationReport_2013.xlsx,1664.0,39.49,2013,1,4,0,38.759889604415825,0,Low
2013-01-05,38859.0,11.0,3674.0,4719.0,08:06:00,12.65,ERCOTWindIntegrationReport_2013.xlsx,1045.0,77.86,2013,1,5,1,10.573877551020407,0,Low
2013-01-06,38654.0,9.0,2301.0,4190.0,01:07:00,12.5,ERCOTWindIntegrationReport_2013.xlsx,1889.0,54.92,2013,1,6,1,16.791485664639445,0,Low
2013-01-07,45347.0,8.0,4327.0,4892.0,05:09:00,12.8,ERCOTWindIntegrationReport_2013.xlsx,565.0,88.45,2013,1,0,0,10.477587800369685,1,Low
2013-01-08,39143.0,19.0,1543.0,5004.0,23:56:00,16.78,ERCOTWindIntegrationReport_2013.xlsx,3461.0,30.84,2013,1,1,0,25.351683937823836,0,Medium
2013-01-09,37174.0,19.0,3654.0,7301.0,13:22:00,20.35,ERCOTWindIntegrationReport_2013.xlsx,3647.0,50.05,2013,1,2,0,10.170725034199727,0,Medium
2013-01-10,35684.0,20.0,3843.0,7778.0,23:37:00,26.01,ERCOTWindIntegrationReport_2013.xlsx,3935.0,49.41,2013,1,3,0,9.283038501560874,0,Medium
2013-01-11,37133.0,8.0,7715.0,8339.0,04:57:00,27.85,ERCOTWindIntegrationReport_2013.xlsx,624.0,92.52,2013,1,4,0,4.8124675997926385,1,Low
2013-01-12,35594.0,20.0,6428.0,6719.0,19:35:00,18.92,ERCOTWindIntegrationReport_2013.xlsx,291.0,95.67,2013,1,5,1,5.5364753460880385,1,None
2013-01-13,40756.0,21.0,2567.0,5105.0,00:02:00,16.16,ERCOTWindIntegrationReport_2013.xlsx,2538.0,50.28,2013,1,6,1,15.870716510903426,0,Medium
2013-01-14,46601.0,8.0,4482.0,4625.0,07:55:00,10.03,ERCOTWindIntegrationReport_2013.xlsx,143.0,96.91,2013,1,0,0,10.395047958956056,1,None
2013-01-15,49424.0,19.0,1655.0,2942.0,16:29:00,6.43,ERCOTWindIntegrationReport_2013.xlsx,1287.0,56.25,2013,1,1,0,29.845410628019323,0,Low
2013-01-16,50668.0,8.0,2260.0,5231.0,16:25:00,14.35,ERCOTWindIntegrationReport_2013.xlsx,2971.0,43.2,2013,1,2,0,22.409553295002212,0,Medium
2013-01-17,47400.0,8.0,3240.0,3385.0,06:17:00,7.38,ERCOTWindIntegrationReport_2013.xlsx,145.0,95.72,2013,1,3,0,14.625115705029312,1,None
2013-01-18,45029.0,8.0,5172.0,7273.0,23:46:00,22.53,ERCOTWindIntegrationReport_2013.xlsx,2101.0,71.11,2013,1,4,0,8.704620143050454,0,Medium
2013-01-19,37238.0,9.0,5285.0,7371.0,01:27:00,23.62,ERCOTWindIntegrationReport_2013.xlsx,2086.0,71.7,2013,1,5,1,7.0446462353386305,0,Medium
2013-01-20,33788.0,9.0,374.0,1309.0,00:00:00,4.54,ERCOTWindIntegrationReport_2013.xlsx,935.0,28.57,2013,1,6,1,90.10133333333333,0,Low
2013-01-21,36018.0,9.0,4448.0,4804.0,08:02:00,13.35,ERCOTWindIntegrationReport_2013.xlsx,356.0,92.59,2013,1,0,0,8.095751854349292,1,None
2013-01-22,38750.0,8.0,1431.0,5467.0,23:37:00,19.46,ERCOTWindIntegrationReport_2013.xlsx,4036.0,26.18,2013,1,1,0,27.060055865921786,0,Medium
2013-01-23,35422.0,8.0,3718.0,6798.0,21:55:00,21.67,ERCOTWindIntegrationReport_2013.xlsx,3080.0,54.69,2013,1,2,0,9.52460338800753,0,Medium
2013-01-24,35288.0,20.0,2965.0,6253.0,00:17:00,24.35,ERCOTWindIntegrationReport_2013.xlsx,3288.0,47.42,2013,1,3,0,11.89750505731625,0,Medium
2013-01-25,36089.0,19.0,1562.0,6158.0,00:41:00,24.0,ERCOTWindIntegrationReport_2013.xlsx,4596.0,25.37,2013,1,4,0,23.089571337172107,0,Medium
2013-01-26,33568.0,19.0,3883.0,7901.0,23:59:00,28.64,ERCOTWindIntegrationReport_2013.xlsx,4018.0,49.15,2013,1,5,1,8.642636457260556,0,Medium
2013-01-27,33655.0,20.0,5359.0,8171.0,01:05:00,31.3,ERCOTWindIntegrationReport_2013.xlsx,2812.0,65.59,2013,1,6,1,6.2789179104477615,0,Medium
2013-01-28,36862.0,20.0,7605.0,8629.0,23:55:00,30.68,ERCOTWindIntegrationReport_2013.xlsx,1024.0,88.13,2013,1,0,0,4.846437023402577,1,Low
2013-01-29,36490.0,19.0,7701.0,8667.0,00:34:00,32.1,ERCOTWindIntegrationReport_2013.xlsx,966.0,88.85,2013,1,1,0,4.737730459620877,1,Low
2013-01-30,37774.0,21.0,2338.0,7628.0,04:13:00,29.78,ERCOTWindIntegrationReport_2013.xlsx,5290.0,30.65,2013,1,2,0,16.149636596836256,0,High
2013-01-31,42512.0,8.0,4417.0,5224.0,05:20:00,14.55,ERCOTWindIntegrationReport_2013.xlsx,807.0,84.55,2013,1,3,0,9.622453598913536,1,Low
2013-02-01,39596.0,8.0,2026.0,7628.0,22:09:00,24.09,ERCOTWindIntegrationReport_2013.xlsx,5602.0,26.56,2013,2,4,0,19.534287123828317,0,High
2013-02-02,31623.0,9.0,3214.0,7093.0,00:08:00,25.09,ERCOTWindIntegrationReport_2013.xlsx,3879.0,45.31,2013,2,5,1,9.836080870917574,0,Medium
2013-02-03,31124.0,20.0,6312.0,8037.0,22:10:00,27.02,ERCOTWindIntegrationReport_2013.xlsx,1725.0,78.54,2013,2,6,1,4.930144146998257,0,Low
2013-02-04,34664.0,20.0,2269.0,7015.0,00:00:00,27.42,ERCOTWindIntegrationReport_2013.xlsx,4746.0,32.34,2013,2,0,0,15.270484581497797,0,Medium
2013-02-05,35542.0,20.0,2419.0,4653.0,23:16:00,16.49,ERCOTWindIntegrationReport_2013.xlsx,2234.0,51.99,2013,2,1,0,14.686776859504132,0,Medium
2013-02-06,34641.0,20.0,2475.0,5345.0,00:00:00,20.42,ERCOTWindIntegrationReport_2013.xlsx,2870.0,46.3,2013,2,2,0,13.99071082390953,0,Medium
2013-02-07,34882.0,20.0,3526.0,5449.0,00:49:00,21.75,ERCOTWindIntegrationReport_2013.xlsx,1923.0,64.71,2013,2,3,0,9.889991494187695,0,Low
2013-02-08,33241.0,8.0,3638.0,7336.0,23:30:00,26.06,ERCOTWindIntegrationReport_2013.xlsx,3698.0,49.59,2013,2,4,0,9.134652377026656,0,Medium
2013-02-09,33867.0,19.0,9306.0,9481.0,19:08:00,27.82,ERCOTWindIntegrationReport_2013.xlsx,175.0,98.15,2013,2,5,1,3.638873965832169,1,None
2013-02-10,32805.0,20.0,1258.0,7851.0,00:20:00,29.16,ERCOTWindIntegrationReport_2013.xlsx,6593.0,16.02,2013,2,6,1,26.056393963463066,0,High
2013-02-11,36874.0,20.0,4769.0,5573.0,20:54:00,15.59,ERCOTWindIntegrationReport_2013.xlsx,804.0,85.57,2013,2,0,0,7.730398322851153,1,Low
2013-02-12,36579.0,20.0,4949.0,6895.0,17:24:00,20.23,ERCOTWindIntegrationReport_2013.xlsx,1946.0,71.78,2013,2,1,0,7.38969696969697,0,Low
2013-02-13,38482.0,8.0,2085.0,3174.0,00:00:00,10.53,ERCOTWindIntegrationReport_2013.xlsx,1089.0,65.69,2013,2,2,0,18.447746883988493,0,Low
2013-02-14,40019.0,8.0,3627.0,7605.0,23:43:00,26.85,ERCOTWindIntegrationReport_2013.xlsx,3978.0,47.69,2013,2,3,0,11.030595369349504,0,Medium
2013-02-15,36993.0,8.0,5583.0,7904.0,01:38:00,28.82,ERCOTWindIntegrationReport_2013.xlsx,2321.0,70.64,2013,2,4,0,6.624820916905444,0,Medium
2013-02-16,37499.0,9.0,1532.0,7534.0,23:55:00,24.89,ERCOTWindIntegrationReport_2013.xlsx,6002.0,20.33,2013,2,5,1,24.461187214611872,0,High
2013-02-17,33381.0,9.0,6456.0,9048.0,19:05:00,28.0,ERCOTWindIntegrationReport_2013.xlsx,2592.0,71.35,2013,2,6,1,5.169738268545764,0,Medium
2013-02-18,34902.0,20.0,4293.0,8328.0,10:22:00,25.57,ERCOTWindIntegrationReport_2013.xlsx,4035.0,51.55,2013,2,0,0,8.12808570097811,0,Medium
2013-02-19,35396.0,8.0,3745.0,7536.0,16:58:00,23.65,ERCOTWindIntegrationReport_2013.xlsx,3791.0,49.69,2013,2,1,0,9.449012279765082,0,Medium
2013-02-20,38923.0,20.0,8232.0,8520.0,20:34:00,22.36,ERCOTWindIntegrationReport_2013.xlsx,288.0,96.62,2013,2,2,0,4.727681282643022,1,None
2013-02-21,35482.0,8.0,5380.0,8448.0,10:39:00,24.28,ERCOTWindIntegrationReport_2013.xlsx,3068.0,63.68,2013,2,3,0,6.593941646534102,0,Medium
2013-02-22,37648.0,8.0,2431.0,4879.0,00:34:00,17.88,ERCOTWindIntegrationReport_2013.xlsx,2448.0,49.83,2013,2,4,0,15.480263157894736,0,Medium
2013-02-23,35317.0,9.0,1400.0,7583.0,23:55:00,26.17,ERCOTWindIntegrationReport_2013.xlsx,6183.0,18.46,2013,2,5,1,25.20842255531763,0,High
2013-02-24,32526.0,20.0,5648.0,7816.0,00:50:00,27.57,ERCOTWindIntegrationReport_2013.xlsx,2168.0,72.26,2013,2,6,1,5.757833244822092,0,Medium
2013-02-25,38202.0,20.0,8918.0,9311.0,18:00:00,26.74,ERCOTWindIntegrationReport_2013.xlsx,393.0,95.78,2013,2,0,0,4.2832156071308445,1,None
2013-02-26,40291.0,8.0,2191.0,7536.0,00:00:00,23.73,ERCOTWindIntegrationReport_2013.xlsx,5345.0,29.07,2013,2,1,0,18.380930656934307,0,High
2013-02-27,38346.0,8.0,4489.0,6867.0,03:45:00,23.61,ERCOTWindIntegrationReport_2013.xlsx,2378.0,65.37,2013,2,2,0,8.540311804008908,0,Medium
2013-02-28,40754.0,8.0,2072.0,3125.0,00:01:00,10.05,ERCOTWindIntegrationReport_2013.xlsx,1053.0,66.3,2013,2,3,0,19.659430776652194,0,Low
2013-03-01,41444.0,8.0,654.0,6478.0,17:46:00,20.12,ERCOTWindIntegrationReport_2013.xlsx,5824.0,10.1,2013,3,4,0,63.27328244274809,0,High
2013-03-02,37550.0,9.0,1342.0,3952.0,23:59:00,12.67,ERCOTWindIntegrationReport_2013.xlsx,2610.0,33.96,2013,3,5,1,27.959791511541326,0,Medium
2013-03-03,34751.0,8.0,6781.0,9089.0,20:45:00,28.12,ERCOTWindIntegrationReport_2013.xlsx,2308.0,74.61,2013,3,6,1,5.124004718372162,0,Medium
2013-03-04,36032.0,20.0,6190.0,8448.0,01:26:00,33.82,ERCOTWindIntegrationReport_2013.xlsx,2258.0,73.27,2013,3,0,0,5.820061379421741,0,Medium
2013-03-05,35824.0,20.0,1405.0,8119.0,00:38:00,31.51,ERCOTWindIntegrationReport_2013.xlsx,6714.0,17.31,2013,3,1,0,25.47937411095306,0,High
2013-03-06,40256.0,8.0,3476.0,6972.0,21:50:00,20.55,ERCOTWindIntegrationReport_2013.xlsx,3496.0,49.86,2013,3,2,0,11.57779695139488,0,Medium
2013-03-07,37722.0,8.0,6839.0,8725.0,22:33:00,28.65,ERCOTWindIntegrationReport_2013.xlsx,1886.0,78.38,2013,3,3,0,5.514912280701754,0,Low
2013-03-08,33672.0,20.0,9246.0,9359.0,19:30:00,27.78,ERCOTWindIntegrationReport_2013.xlsx,113.0,98.79,2013,3,4,0,3.6413972099059153,1,None
2013-03-09,32453.0,20.0,5794.0,9080.0,00:00:00,33.37,ERCOTWindIntegrationReport_2013.xlsx,3286.0,63.81,2013,3,5,1,5.600172562553926,0,Medium
2013-03-10,32813.0,21.0,3228.0,9117.0,11:41:00,30.51,ERCOTWindIntegrationReport_2013.xlsx,5889.0,35.41,2013,3,6,1,10.161969650046453,0,High
2013-03-11,37251.0,9.0,1087.0,5503.0,00:00:00,18.67,ERCOTWindIntegrationReport_2013.xlsx,4416.0,19.75,2013,3,0,0,34.23805147058823,0,Medium
2013-03-12,36928.0,8.0,5660.0,6753.0,04:16:00,23.13,ERCOTWindIntegrationReport_2013.xlsx,1093.0,83.81,2013,3,1,0,6.523229111464405,1,Low
2013-03-13,34227.0,8.0,1657.0,6337.0,23:46:00,23.21,ERCOTWindIntegrationReport_2013.xlsx,4680.0,26.15,2013,3,2,0,20.64354644149578,0,Medium
2013-03-14,33264.0,21.0,6811.0,8285.0,22:07:00,26.49,ERCOTWindIntegrationReport_2013.xlsx,1474.0,82.21,2013,3,3,0,4.883147386964181,1,Low
2013-03-15,33583.0,17.0,5559.0,8984.0,21:20:00,27.49,ERCOTWindIntegrationReport_2013.xlsx,3425.0,61.88,2013,3,4,0,6.040107913669065,0,Medium
2013-03-16,33761.0,21.0,6305.0,8807.0,00:20:00,32.59,ERCOTWindIntegrationReport_2013.xlsx,2502.0,71.59,2013,3,5,1,5.353790041230574,0,Medium
2013-03-17,35739.0,21.0,2342.0,5728.0,05:28:00,23.64,ERCOTWindIntegrationReport_2013.xlsx,3386.0,40.89,2013,3,6,1,15.253521126760564,0,Medium
2013-03-18,40042.0,17.0,388.0,6344.0,08:15:00,19.63,ERCOTWindIntegrationReport_2013.xlsx,5956.0,6.12,2013,3,0,0,102.93573264781492,0,High
2013-03-19,37242.0,21.0,6273.0,6814.0,22:06:00,20.02,ERCOTWindIntegrationReport_2013.xlsx,541.0,92.06,2013,3,1,0,5.935926043991074,1,Low
2013-03-20,34275.0,21.0,3216.0,6989.0,23:59:00,25.89,ERCOTWindIntegrationReport_2013.xlsx,3773.0,46.02,2013,3,2,0,10.654336338203295,0,Medium
2013-03-21,34766.0,21.0,4989.0,7956.0,06:53:00,24.6,ERCOTWindIntegrationReport_2013.xlsx,2967.0,62.71,2013,3,3,0,6.967134268537074,0,Medium
2013-03-22,37796.0,18.0,1638.0,6263.0,07:37:00,19.09,ERCOTWindIntegrationReport_2013.xlsx,4625.0,26.15,2013,3,4,0,23.06040268456376,0,Medium
2013-03-23,34528.0,21.0,5375.0,7560.0,23:16:00,24.79,ERCOTWindIntegrationReport_2013.xlsx,2185.0,71.1,2013,3,5,1,6.4226190476190474,0,Medium
2013-03-24,34159.0,21.0,2360.0,7255.0,00:00:00,24.96,ERCOTWindIntegrationReport_2013.xlsx,4895.0,32.53,2013,3,6,1,14.468022024565862,0,Medium
2013-03-25,40774.0,8.0,2794.0,5032.0,01:48:00,17.59,ERCOTWindIntegrationReport_2013.xlsx,2238.0,55.52,2013,3,0,0,14.588193202146691,0,Medium
2013-03-26,41676.0,8.0,3559.0,8078.0,23:29:00,27.01,ERCOTWindIntegrationReport_2013.xlsx,4519.0,44.06,2013,3,1,0,11.706741573033709,0,Medium
2013-03-27,38795.0,8.0,7931.0,8661.0,23:17:00,30.46,ERCOTWindIntegrationReport_2013.xlsx,730.0,91.57,2013,3,2,0,4.8909480584972265,1,Low
2013-03-28,33151.0,21.0,6252.0,8275.0,00:01:00,30.74,ERCOTWindIntegrationReport_2013.xlsx,2023.0,75.55,2013,3,3,0,5.3016152246921475,0,Medium
2013-03-29,33054.0,21.0,7106.0,8281.0,00:26:00,31.28,ERCOTWindIntegrationReport_2013.xlsx,1175.0,85.81,2013,3,4,0,4.650907555930773,1,Low
2013-03-30,34535.0,21.0,2187.0,6268.0,05:08:00,26.11,ERCOTWindIntegrationReport_2013.xlsx,4081.0,34.89,2013,3,5,1,15.78382084095064,0,Medium
2013-03-31,33404.0,21.0,2042.0,6965.0,09:07:00,24.81,ERCOTWindIntegrationReport_2013.xlsx,4923.0,29.32,2013,3,6,1,16.350465002447383,0,Medium
2013-04-01,39235.0,18.0,4308.0,7303.0,23:02:00,22.9,ERCOTWindIntegrationReport_2013.xlsx,2995.0,58.99,2013,4,0,0,9.105360872592248,0,Medium
2013-04-02,35947.0,21.0,5103.0,6467.0,00:23:00,23.18,ERCOTWindIntegrationReport_2013.xlsx,1364.0,78.91,2013,4,1,0,7.042907523510972,0,Low
2013-04-03,36549.0,21.0,2749.0,5886.0,01:17:00,22.85,ERCOTWindIntegrationReport_2013.xlsx,3137.0,46.7,2013,4,2,0,13.290545454545455,0,Medium
2013-04-04,36477.0,21.0,1018.0,2803.0,04:50:00,9.91,ERCOTWindIntegrationReport_2013.xlsx,1785.0,36.32,2013,4,3,0,35.79685966633955,0,Low
2013-04-05,37023.0,8.0,2207.0,8343.0,23:15:00,29.1,ERCOTWindIntegrationReport_2013.xlsx,6136.0,26.45,2013,4,4,0,16.76766304347826,0,High
2013-04-06,32831.0,21.0,3322.0,8755.0,07:32:00,31.3,ERCOTWindIntegrationReport_2013.xlsx,5433.0,37.94,2013,4,5,1,9.879927776105928,0,High
2013-04-07,35388.0,21.0,6176.0,8019.0,17:18:00,23.55,ERCOTWindIntegrationReport_2013.xlsx,1843.0,77.02,2013,4,6,1,5.728994657600777,0,Low
2013-04-08,38363.0,21.0,8234.0,9387.0,23:11:00,28.87,ERCOTWindIntegrationReport_2013.xlsx,1153.0,87.72,2013,4,0,0,4.65853066180935,1,Low
2013-04-09,41489.0,17.0,6127.0,9115.0,06:33:00,27.85,ERCOTWindIntegrationReport_2013.xlsx,2988.0,67.22,2013,4,1,0,6.77039817232376,0,Medium
2013-04-10,37380.0,14.0,3034.0,8926.0,00:14:00,28.24,ERCOTWindIntegrationReport_2013.xlsx,5892.0,33.99,2013,4,2,0,12.316309719934102,0,High
2013-04-11,37120.0,8.0,1335.0,4379.0,23:59:00,15.97,ERCOTWindIntegrationReport_2013.xlsx,3044.0,30.49,2013,4,3,0,27.78443113772455,0,Medium
2013-04-12,34528.0,17.0,4136.0,8025.0,23:29:00,27.94,ERCOTWindIntegrationReport_2013.xlsx,3889.0,51.54,2013,4,4,0,8.346144549190235,0,Medium
2013-04-13,32668.0,21.0,6567.0,8197.0,02:04:00,33.03,ERCOTWindIntegrationReport_2013.xlsx,1630.0,80.11,2013,4,5,1,4.9738124238733255,1,Low
2013-04-14,38779.0,21.0,4868.0,7444.0,02:45:00,30.75,ERCOTWindIntegrationReport_2013.xlsx,2576.0,65.39,2013,4,6,1,7.964469090162251,0,Medium
2013-04-15,44748.0,18.0,5746.0,7999.0,02:30:00,29.87,ERCOTWindIntegrationReport_2013.xlsx,2253.0,71.83,2013,4,0,0,7.78632329911258,0,Medium
2013-04-16,45586.0,17.0,4228.0,7295.0,00:06:00,22.44,ERCOTWindIntegrationReport_2013.xlsx,3067.0,57.96,2013,4,1,0,10.779380468195791,0,Medium
2013-04-17,42993.0,17.0,8016.0,9253.0,22:38:00,24.34,ERCOTWindIntegrationReport_2013.xlsx,1237.0,86.63,2013,4,2,0,5.362729200449046,1,Low
2013-04-18,35413.0,12.0,5616.0,9094.0,02:05:00,30.19,ERCOTWindIntegrationReport_2013.xlsx,3478.0,61.76,2013,4,3,0,6.304611002314402,0,Medium
2013-04-19,35229.0,8.0,2602.0,6069.0,23:59:00,21.69,ERCOTWindIntegrationReport_2013.xlsx,3467.0,42.87,2013,4,4,0,13.533999231655782,0,Medium
2013-04-20,31540.0,10.0,7844.0,8446.0,20:50:00,27.05,ERCOTWindIntegrationReport_2013.xlsx,602.0,92.87,2013,4,5,1,4.020395156150414,1,Low
2013-04-21,33571.0,21.0,3888.0,8573.0,02:10:00,35.05,ERCOTWindIntegrationReport_2013.xlsx,4685.0,45.35,2013,4,6,1,8.632296220107998,0,Medium
2013-04-22,39200.0,18.0,6432.0,8614.0,23:05:00,26.95,ERCOTWindIntegrationReport_2013.xlsx,2182.0,74.67,2013,4,0,0,6.093579978237214,0,Medium
2013-04-23,37778.0,21.0,5942.0,8489.0,01:07:00,31.32,ERCOTWindIntegrationReport_2013.xlsx,2547.0,70.0,2013,4,1,0,6.356722194178024,0,Medium
2013-04-24,35672.0,8.0,4249.0,6936.0,02:11:00,25.17,ERCOTWindIntegrationReport_2013.xlsx,2687.0,61.26,2013,4,2,0,8.393411764705883,0,Medium
2013-04-25,34292.0,21.0,6905.0,7351.0,21:57:00,22.34,ERCOTWindIntegrationReport_2013.xlsx,446.0,93.93,2013,4,3,0,4.965537214016797,1,None
2013-04-26,36790.0,17.0,4670.0,6912.0,23:15:00,21.6,ERCOTWindIntegrationReport_2013.xlsx,2242.0,67.56,2013,4,4,0,7.876257760650824,0,Medium
2013-04-27,35083.0,17.0,2544.0,4616.0,00:02:00,15.39,ERCOTWindIntegrationReport_2013.xlsx,2072.0,55.11,2013,4,5,1,13.785068762278978,0,Medium
2013-04-28,38245.0,18.0,1663.0,6089.0,03:10:00,24.62,ERCOTWindIntegrationReport_2013.xlsx,4426.0,27.31,2013,4,6,1,22.98377403846154,0,Medium
2013-04-29,43388.0,17.0,2074.0,6519.0,23:19:00,19.99,ERCOTWindIntegrationReport_2013.xlsx,4445.0,31.81,2013,4,0,0,20.909879518072287,0,Medium
